reviewSequence,questionId,unitId,skillSlot,skillId,skillTitle,questionType,difficulty,primaryText,choicesJson,answerIndex,figureId,initialVerdict,reviewNote,autoFlags,directRendererDefectCount,allRendererDefectCount,contentSha256,contentAuthority
58,u01-s005-v002,u01,s005,integer-opposite-number,相反數：關於原點對稱且和為 0,mc,basic,-12 的相反數是多少？,"[""-12"", ""12"", ""1/12"", ""0""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,87f439fc45370c3978b29bc4da2b962cd3a9fbe96d4c555f3d0607752c7e1c4b,CHATGPT_HUMAN_AUTHORED_R1
59,u01-s005-v003,u01,s005,integer-opposite-number,相反數：關於原點對稱且和為 0,mc,basic,0 的相反數是多少？,"[""不存在"", ""1"", ""0"", ""-1""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,38ebdd7b519d3b05bbdf041d77a422a99f82fbb67008ce1d93a5a48f66aedabd,CHATGPT_HUMAN_AUTHORED_R1
60,u01-s005-v004,u01,s005,integer-opposite-number,相反數：關於原點對稱且和為 0,mc,standard,化簡 -(-8) 的結果為何？,"[""-16"", ""-8"", ""0"", ""8""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,0db5ba286c9e58d3ba013d118f6d90f9015e5cbab1202b4cd683aa2e8fd50272,CHATGPT_HUMAN_AUTHORED_R1
61,u01-s005-v005,u01,s005,integer-opposite-number,相反數：關於原點對稱且和為 0,mc,standard,下列哪一組數互為相反數？,"[""-15 與 15"", ""-5 與 1/5"", ""0 與 1"", ""8 與 8""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,deb6f1650ebb676da3333b844d0fc920224eb7cad2a17f68cc84fdfe5c903376,CHATGPT_HUMAN_AUTHORED_R1
62,u01-s005-v006,u01,s005,integer-opposite-number,相反數：關於原點對稱且和為 0,mc,standard,若 a 的相反數是 -5，則 a 等於多少？,"[""-5"", ""5"", ""0"", ""10""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,9ee56daae0189c3671d9a908ae9dd3a7d8adccc975f5704f9bffccc5a0b3e42d,CHATGPT_HUMAN_AUTHORED_R1
63,u01-s005-v007,u01,s005,integer-opposite-number,相反數：關於原點對稱且和為 0,mc,advanced,a=-3，b 是 a 的相反數。則 2a+b 的值為何？,"[""9"", ""3"", ""-3"", ""-9""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,169275a1d914a0a064c0290bd742e1ce6a3d35c1592472bc8e2f5309e7fbfde7,CHATGPT_HUMAN_AUTHORED_R1
64,u01-s005-v008,u01,s005,integer-opposite-number,相反數：關於原點對稱且和為 0,mc,advanced,先計算 -(-6)，再求所得結果的相反數，最後答案是多少？,"[""12"", ""6"", ""0"", ""-6""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,35f8ddbe3db9078e94a00c6c0d2b52469203facfad989fd82faa3839e9210c19,CHATGPT_HUMAN_AUTHORED_R1
65,u01-s005-v009,u01,s005,integer-opposite-number,相反數：關於原點對稱且和為 0,mc,advanced,數線上 P 的坐標是 -9，Q 與 P 關於原點對稱。Q 的坐標是多少？,"[""9"", ""-9"", ""0"", ""18""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,e0c216b3214cfe8801f0fd92063e6d2e020a132b391aa17c355fcd5ca217ac21,CHATGPT_HUMAN_AUTHORED_R1
66,u01-s005-v010,u01,s005,integer-opposite-number,相反數：關於原點對稱且和為 0,mc,literacy,帳務系統發現一筆 -450 元的扣款誤登，現在要用一筆「完全沖銷」紀錄使兩筆合計為 0。新紀錄應為何？,"[""-900 元"", ""+450 元"", ""0 元"", ""+900 元""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,1a58e6fb5b2bbd7a59aaebe9b2cadad4cd27b10f527b69305ff4b2f596685c8b,CHATGPT_HUMAN_AUTHORED_R1
67,u01-s005-v011,u01,s005,integer-opposite-number,相反數：關於原點對稱且和為 0,mc,literacy,電梯控制器把向上 6 層記為 +6。若要執行與此位移大小相同、方向相反的指令，應輸入何者？,"[""+12"", ""0"", ""-6"", ""-12""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,cee2143f38451397402dde15c1372469f4e5a9bc12d1269ba25e482ce492ec83,CHATGPT_HUMAN_AUTHORED_R1
68,u01-s005-v012,u01,s005,integer-opposite-number,相反數：關於原點對稱且和為 0,mc,literacy,產品目標值為 100。某次檢測偏差是 +8；下一次偏差恰為它的相反數。下一次的實際值是多少？,"[""108"", ""100"", ""84"", ""92""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,940eef84df6db78ee7df84bc931d980d75c182feff4d60ed56dfe8a064535edc,CHATGPT_HUMAN_AUTHORED_R1
69,u01-s005-cr001,u01,s005,integer-opposite-number,相反數：關於原點對稱且和為 0,cr,standard,求下列各數的相反數，並用「兩數相加為 0」逐一檢查：14、-9、0、-(-5)。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,ANY_RENDERER_DEFECT,0,1,db620a95515b9914f845449576bea9e6b1589504317908e3f8f923db3e1623ed,CHATGPT_HUMAN_AUTHORED_R1
70,u01-s005-cr002,u01,s005,integer-opposite-number,相反數：關於原點對稱且和為 0,cr,advanced,數線上 A 與 B 關於原點對稱，A=-7。C 又與 B 關於坐標 2 的點對稱。求 B、C，並說明第二次對稱為什麼不能只取相反數。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,e99a1d1c90fa4b8a90452c8154a098bd7788949ee35e1532baf47b5db0468d3c,CHATGPT_HUMAN_AUTHORED_R1
71,u01-s006-v001,u01,s006,integer-absolute-value-basic,絕對值的基本意義：只看離 0 多遠,mc,basic,|-8| 的值是多少？,"[""8"", ""-8"", ""0"", ""16""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,987b0c6002eb6401fb2ed4d125dec72d8908fe3a3c68f204256e931cce80147c,CHATGPT_HUMAN_AUTHORED_R1
72,u01-s006-v002,u01,s006,integer-absolute-value-basic,絕對值的基本意義：只看離 0 多遠,mc,basic,|0| 的值是多少？,"[""不存在"", ""0"", ""-1"", ""1""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,29aa2cc08db92ca5a5d2b4c9144d72851e6310c949dee266ee986655df415644,CHATGPT_HUMAN_AUTHORED_R1
73,u01-s006-v003,u01,s006,integer-absolute-value-basic,絕對值的基本意義：只看離 0 多遠,mc,basic,下列哪一個等式正確？,"[""|-5|=-5"", ""|4|=-4"", ""|-5|=5"", ""|0|=1""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,57e392ba0d642391e5f441e2054d8ff64fef076972d1f824754bfbb43aee36ed,CHATGPT_HUMAN_AUTHORED_R1
74,u01-s006-v004,u01,s006,integer-absolute-value-basic,絕對值的基本意義：只看離 0 多遠,mc,standard,若 |x|=5，則 x 的可能值為何？,"[""只有 5"", ""只有 -5"", ""0 或 5"", ""5 或 -5""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,75a6cd8378931c98a3ac80f42f35f492c499af79c7c305722017d655d54e65bb,CHATGPT_HUMAN_AUTHORED_R1
75,u01-s006-v005,u01,s006,integer-absolute-value-basic,絕對值的基本意義：只看離 0 多遠,mc,standard,比較 |-9| 與 |6|，下列何者正確？,"[""|-9|>|6|"", ""|-9|<|6|"", ""|-9|=|6|"", ""無法比較""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,50fbe311be08aaf87ad4a1bc249140b56ac488221bf2e586feca04171edf529d,CHATGPT_HUMAN_AUTHORED_R1
76,u01-s006-v006,u01,s006,integer-absolute-value-basic,絕對值的基本意義：只看離 0 多遠,mc,standard,-|-4| 的值是多少？,"[""4"", ""-4"", ""0"", ""-8""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,7652c17243f67f098c95a72025394ce370ddaacb9f5ee977ee502ead61c7aec7,CHATGPT_HUMAN_AUTHORED_R1
77,u01-s006-v007,u01,s006,integer-absolute-value-basic,絕對值的基本意義：只看離 0 多遠,mc,advanced,已知 a<0 且 |a|=3，則 a 等於多少？,"[""3 或 -3"", ""0"", ""-3"", ""3""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,7821950b13aee56e2d85fbccb6720b2cd5613ac14bd1626b916ac87b1755cf00,CHATGPT_HUMAN_AUTHORED_R1
78,u01-s006-v008,u01,s006,integer-absolute-value-basic,絕對值的基本意義：只看離 0 多遠,mc,advanced,整數 x 滿足 |x|<2，共有幾個可能值？,"[""1 個"", ""2 個"", ""4 個"", ""3 個""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,7bc7edbe10b8ddc905423ccebdc9be0b48a8dfc1a3f281aea657ba4b92c76511,CHATGPT_HUMAN_AUTHORED_R1
79,u01-s006-v009,u01,s006,integer-absolute-value-basic,絕對值的基本意義：只看離 0 多遠,mc,advanced,|-7|-|2| 的值是多少？,"[""5"", ""-5"", ""9"", ""-9""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,3476e533fe77198785a41a1160228b4dd177fef5498c8770d4699d88869ec289,CHATGPT_HUMAN_AUTHORED_R1
80,u01-s006-v010,u01,s006,integer-absolute-value-basic,絕對值的基本意義：只看離 0 多遠,mc,literacy,機器目標溫度為 250°C，實際溫度為 243°C。若只問「與目標相差多少」，答案為何？,"[""-7°C"", ""7°C"", ""243°C"", ""493°C""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,bc5192ff65877ca0e20a14b976a2df837b40261afe1b41a9090a318c2c5cc02a,CHATGPT_HUMAN_AUTHORED_R1
81,u01-s006-v011,u01,s006,integer-absolute-value-basic,絕對值的基本意義：只看離 0 多遠,mc,literacy,甲隊分數變化為 -12，乙隊為 +5。兩隊變化量的「大小」相差多少？,"[""17"", ""-7"", ""7"", ""-17""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,eddcd5b362bd8f740eab7914530e8455839301f00bdfc68cef5f2cc6e0cbb6c1,CHATGPT_HUMAN_AUTHORED_R1
82,u01-s006-v012,u01,s006,integer-absolute-value-basic,絕對值的基本意義：只看離 0 多遠,mc,literacy,感測器規定偏差的絕對值不得超過 4。四次偏差依序為 3、-4、0、-5，哪一次超出規定？,"[""第一次"", ""第二次"", ""第三次"", ""第四次""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,2d9819aae028d47a72401274c571dc7a4323d58a09bcd02e88708892c3744d4a,CHATGPT_HUMAN_AUTHORED_R1
83,u01-s006-cr001,u01,s006,integer-absolute-value-basic,絕對值的基本意義：只看離 0 多遠,cr,standard,計算並說明：|-13|、|0|、-|7|、-|-6|。每一項都要指出絕對值符號內外的處理順序。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,004c37763a86598bc9152e5899917f030b11e012bb84a29b5c7212cef915f530,CHATGPT_HUMAN_AUTHORED_R1
84,u01-s006-cr002,u01,s006,integer-absolute-value-basic,絕對值的基本意義：只看離 0 多遠,cr,advanced,列出所有滿足 |x|≤3 的整數 x，並求這些整數的總和。請用數線對稱解釋總和。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,efbd824e1b07e731bf0df38efae882aa1f608643064f809f01ea5d5644eea4cf,CHATGPT_HUMAN_AUTHORED_R1
85,u01-s007-v001,u01,s007,integer-absolute-value-distance,絕對值與距離：用 |a-b| 計算兩點間隔,mc,basic,數線上 -3 與 0 的距離是多少？,"[""3"", ""-3"", ""0"", ""6""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,dc1ba663c444148a0b3c3ed793df6567b4b8903b40b41909548fe37fee11602c,CHATGPT_HUMAN_AUTHORED_R1
86,u01-s007-v002,u01,s007,integer-absolute-value-distance,絕對值與距離：用 |a-b| 計算兩點間隔,mc,basic,數線上 2 與 7 的距離是多少？,"[""9"", ""5"", ""-5"", ""3""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,8be8938879747406c517f2e4dd269c166eb971d904a3ffa05586a5abcb8a7cd1,CHATGPT_HUMAN_AUTHORED_R1
87,u01-s007-v003,u01,s007,integer-absolute-value-distance,絕對值與距離：用 |a-b| 計算兩點間隔,mc,basic,-6 與 4 的距離可寫成下列哪一個算式及結果？,"[""|-6+4|=2"", ""|-6|-|4|=2"", ""|-6-4|=10"", ""-6-4=-10""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,bd4699df035f746527f239da508d0e52e286e40d1706f0ea78598e9a459c2d67,CHATGPT_HUMAN_AUTHORED_R1
88,u01-s007-v004,u01,s007,integer-absolute-value-distance,絕對值與距離：用 |a-b| 計算兩點間隔,mc,standard,依圖，點 M=-4、N=5。MN 的距離是多少？,"[""1"", ""-9"", ""10"", ""9""]",3,fig-u01-s007-v004,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,d7b279534a42ab20fb317e65888937921604fd2e2b9d5437d01c03993a6740e1,CHATGPT_HUMAN_AUTHORED_R1
89,u01-s007-v005,u01,s007,integer-absolute-value-distance,絕對值與距離：用 |a-b| 計算兩點間隔,mc,standard,與坐標 2 的距離為 6 的點有哪些？,"[""-4 與 8"", ""-8 與 4"", ""-6 與 6"", ""只有 8""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,356b8311a6b63395c08da3cd8aee298129c072f69c009f03a2d640459c0558b1,CHATGPT_HUMAN_AUTHORED_R1
90,u01-s007-v006,u01,s007,integer-absolute-value-distance,絕對值與距離：用 |a-b| 計算兩點間隔,mc,standard,溫度從 -8°C 變成 -2°C，若只問兩次溫度相差多少，答案是多少？,"[""-6°C"", ""6°C"", ""10°C"", ""-10°C""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,f6d9b5a058517b606018e203e9d777fccfaa059f08abdcbfc156ff4c01f81142,CHATGPT_HUMAN_AUTHORED_R1
91,u01-s007-v007,u01,s007,integer-absolute-value-distance,絕對值與距離：用 |a-b| 計算兩點間隔,mc,advanced,解方程 |x+3|=4。,"[""x=1"", ""x=-7"", ""x=1 或 x=-7"", ""x=7 或 x=-1""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,900b857c775eb617818da16a25f59b224266b6cc0986b3e15864c93f0878d368,CHATGPT_HUMAN_AUTHORED_R1
92,u01-s007-v008,u01,s007,integer-absolute-value-distance,絕對值與距離：用 |a-b| 計算兩點間隔,mc,advanced,數線上三點 A=-6、B=2、C=5。哪一對距離最短？,"[""A、B"", ""A、C"", ""三對相同"", ""B、C""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,48d78bc1bed323b7368816d081110d3314de36a8bbadbcab6111754a839b0dcb,CHATGPT_HUMAN_AUTHORED_R1
93,u01-s007-v009,u01,s007,integer-absolute-value-distance,絕對值與距離：用 |a-b| 計算兩點間隔,mc,advanced,數線上 A=-4、B=3、C=-1。依序從 A 走到 B，再走到 C，總路程是多少？,"[""11"", ""4"", ""3"", ""7""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,03452ed7faf6b1888bf1cd70af5eae46d7273743d26094138ebdea8a1358d536,CHATGPT_HUMAN_AUTHORED_R1
94,u01-s007-v010,u01,s007,integer-absolute-value-distance,絕對值與距離：用 |a-b| 計算兩點間隔,mc,literacy,依圖，清晨溫度為 -6°C，中午為 3°C。當天由清晨到中午的溫差是多少？,"[""-9°C"", ""9°C"", ""3°C"", ""6°C""]",1,fig-u01-s007-v010,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,2a4543b475f5d10361e7ea39a657bfd88b34ca035702c0753bf9aff54977a944,CHATGPT_HUMAN_AUTHORED_R1
95,u01-s007-v011,u01,s007,integer-absolute-value-distance,絕對值與距離：用 |a-b| 計算兩點間隔,mc,literacy,礦坑入口高度記為 0 公尺。作業平台在 -48 公尺，救援站在 -15 公尺。兩處垂直距離是多少？,"[""-63 公尺"", ""63 公尺"", ""33 公尺"", ""-33 公尺""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,9125069fe1056868e81a2b490aff3c7f1e098ff730361671052a70267534edb4,CHATGPT_HUMAN_AUTHORED_R1
96,u01-s007-v012,u01,s007,integer-absolute-value-distance,絕對值與距離：用 |a-b| 計算兩點間隔,mc,literacy,某帳戶餘額由 -240 元變成 130 元。若銀行只問兩次餘額相差多少，答案為何？,"[""-370 元"", ""110 元"", ""240 元"", ""370 元""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,498de773c2114ec01851fafd15b01ff470591a56a32354092260d3872e3e728f,CHATGPT_HUMAN_AUTHORED_R1
97,u01-s007-cr001,u01,s007,integer-absolute-value-distance,絕對值與距離：用 |a-b| 計算兩點間隔,cr,standard,數線上 A=-8、B=4。求 AB 距離；再找出所有與 B 相距 5 的整數坐標。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,7f17710f0b6568973dd1f02295f216f43c9160f4222e6e8d82c0ec298c077501,CHATGPT_HUMAN_AUTHORED_R1
98,u01-s007-cr002,u01,s007,integer-absolute-value-distance,絕對值與距離：用 |a-b| 計算兩點間隔,cr,advanced,甲從 -5 出發，先走到 6，再返回 -2。求總路程與從起點到終點的距離，並說明兩者為什麼不同。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,b9dde4a02d424ed6a1f9fd01ff80ebbc22f0a8536edc52647ee509047a0bacb8,CHATGPT_HUMAN_AUTHORED_R1
99,u01-s008-v001,u01,s008,integer-addition,整數加法：合併同方向與相反方向的變化,mc,basic,(-5)+8 的值是多少？,"[""3"", ""-13"", ""13"", ""-3""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,6ded25cf2e01943107084fa0bf6be0cc1957b2e3af650add7364c1562d0e163b,CHATGPT_HUMAN_AUTHORED_R1
100,u01-s008-v002,u01,s008,integer-addition,整數加法：合併同方向與相反方向的變化,mc,basic,(-7)+(-4) 的值是多少？,"[""-3"", ""-11"", ""11"", ""3""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,162fd39faf50b8e4e2b9e9970eaf098dd8b98391103760a3c565b9af6caeffa6,CHATGPT_HUMAN_AUTHORED_R1
101,u01-s008-v003,u01,s008,integer-addition,整數加法：合併同方向與相反方向的變化,mc,basic,9+(-9) 的值是多少？,"[""18"", ""-18"", ""0"", ""9""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,5a84c96017a2b3562fe5c9e9a8eb37297fafa05a630a3d3603ee2fe5bed965bb,CHATGPT_HUMAN_AUTHORED_R1
102,u01-s008-v004,u01,s008,integer-addition,整數加法：合併同方向與相反方向的變化,mc,standard,(-12)+5 的值是多少？,"[""17"", ""7"", ""-17"", ""-7""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,58863ccbb350bad6e17fe03c0d7e5a1a1b4559811f24d60bee775eea8f4b2036,CHATGPT_HUMAN_AUTHORED_R1
103,u01-s008-v005,u01,s008,integer-addition,整數加法：合併同方向與相反方向的變化,mc,standard,14+(-6)+(-8) 的值是多少？,"[""0"", ""16"", ""-28"", ""28""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,013ce45a97d5eb257ada9e8c72390f2848ba8ce77edca38c9fe30642f7287f08,CHATGPT_HUMAN_AUTHORED_R1
104,u01-s008-v006,u01,s008,integer-addition,整數加法：合併同方向與相反方向的變化,mc,standard,若 -9+x=4，則 x 等於多少？,"[""-13"", ""13"", ""5"", ""-5""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,beb6efa47511320ab451207bec332b34a100c88a44827e354096783af7a4dd6c,CHATGPT_HUMAN_AUTHORED_R1
